,Unnamed: 0,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId
1179,1180,True,(Mill.) Hassl.,Plantae,Plantaginaceae,Stemodia verticillata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:244449-2),urn:lsid:ipni.org:names:244449-2
1180,1181,True,L.,Plantae,Plantaginaceae,Veronica arvensis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:811649-1),urn:lsid:ipni.org:names:811649-1
1181,1182,True,L.,Plantae,Plantaginaceae,Veronica peregrina,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:812460-1),urn:lsid:ipni.org:names:812460-1
1182,1183,True,Kunth,Plantae,Plumbaginaceae,Plumbago caerulea,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:687057-1),urn:lsid:ipni.org:names:687057-1
1183,1184,True,(Kunth ex Willd.) Kuntze,Plantae,Poaceae,Arundinella hispida,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:21052-2),urn:lsid:ipni.org:names:21052-2
1184,1185,True,(Sw.) Rydb.,Plantae,Poaceae,Bothriochloa saccharoides,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:35205-2),urn:lsid:ipni.org:names:35205-2
1185,1186,True,Trin.,Plantae,Poaceae,Imperata brasiliensis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:405808-1),urn:lsid:ipni.org:names:405808-1
1186,1187,True,(A.Rich.) Munro,Plantae,Poaceae,Oxytenanthera abyssinica,Species," <b>Use</b>: , <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:410276-1),urn:lsid:ipni.org:names:410276-1
1187,1188,True,Nees,Plantae,Poaceae,Panicum trichanthum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:413376-1),urn:lsid:ipni.org:names:413376-1
1188,1189,True,(Lam.) Kuntze,Plantae,Poaceae,Pappophorum pappiferum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:182865-2),urn:lsid:ipni.org:names:182865-2
1189,1190,True,(Fée) T.Moore,Plantae,Polypodiaceae,Elaphoglossum gayanum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:17103530-1),urn:lsid:ipni.org:names:17103530-1
1190,1191,True,(Spreng.) Rosenst.,Plantae,Polypodiaceae,Polystichum montevidense,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:208026-2),urn:lsid:ipni.org:names:208026-2
1191,1192,True,(Sw.) A.R.Sm.,Plantae,Polypodiaceae,Serpocaulon triseriale,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77075127-1),urn:lsid:ipni.org:names:77075127-1
1192,1193,True,(Ruiz & Pav.) I.M.Johnst.,Plantae,Proteaceae,Roupala monosperma,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:222667-2),urn:lsid:ipni.org:names:222667-2
1193,1194,True,Lam.,Plantae,Pteridaceae,Adiantum latifolium,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:271633-2),urn:lsid:ipni.org:names:271633-2
1194,1195,True,Mett.,Plantae,Pteridaceae,Adiantum orbignyanum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:319723-2),urn:lsid:ipni.org:names:319723-2
1195,1196,True,(Desv.) Christenh.,Plantae,Pteridaceae,Hemionitis myriophylla,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77183191-1),urn:lsid:ipni.org:names:77183191-1
1196,1197,True,(Desv.) Christenh.,Plantae,Pteridaceae,Hemionitis ovata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77183106-1),urn:lsid:ipni.org:names:77183106-1
1197,1198,True,(Cav.) Christenh.,Plantae,Pteridaceae,Hemionitis ternifolia,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77182326-1),urn:lsid:ipni.org:names:77182326-1
1198,1199,True,(L.) Sm.,Plantae,Pteridaceae,Vittaria lineata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:17234040-1),urn:lsid:ipni.org:names:17234040-1
1199,1200,True,C.Presl,Plantae,Ranunculaceae,Clematis haenkeana,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:709750-1),urn:lsid:ipni.org:names:709750-1
1200,1201,True,"Humb., Bonpl. & Kunth ex DC.",Plantae,Ranunculaceae,Ranunculus petiolaris,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:713491-1),urn:lsid:ipni.org:names:713491-1
1201,1202,True,Ruiz & Pav.,Plantae,Rosaceae,Acaena ovalifolia,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:720073-1),urn:lsid:ipni.org:names:720073-1
1202,1203,True,(Ruiz & Pav.) Standl.,Plantae,Rubiaceae,Arcytophyllum filiforme,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:17992-2),urn:lsid:ipni.org:names:17992-2
1203,1204,True,(Spreng.) K.Schum.,Plantae,Rubiaceae,Emmeorhiza umbellata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:90501-2),urn:lsid:ipni.org:names:90501-2
1204,1205,True,Poepp.,Plantae,Rubiaceae,Faramea glandulosa,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:749120-1),urn:lsid:ipni.org:names:749120-1
1205,1206,True,(Triana) B.M.Boom,Plantae,Rubiaceae,Isertia laevis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:278892-2),urn:lsid:ipni.org:names:278892-2
1206,1207,True,(Goudot) Standl.,Plantae,Rubiaceae,Ladenbergia muzonensis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:134610-2),urn:lsid:ipni.org:names:134610-2
1207,1208,True,(Vahl) Klotzsch,Plantae,Rubiaceae,Warszewiczia coccinea,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:770293-1),urn:lsid:ipni.org:names:770293-1
1208,1209,True,(Pohl ex DC.) Eichler,Plantae,Santalaceae,Phoradendron crassifolium,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:550798-1),urn:lsid:ipni.org:names:550798-1
1209,1210,True,Thunb.,Plantae,Saururaceae,Houttuynia cordata,Species," <b>Use</b>: Ornamental, <em>medicinal</em>, food. It is an official food",POWO pages(/taxon/urn:lsid:ipni.org:names:927252-1),urn:lsid:ipni.org:names:927252-1
1210,1211,True,Sw.,Plantae,Schizaeaceae,Lygodium venustum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:17143510-1),urn:lsid:ipni.org:names:17143510-1
1211,1212,True,(Thunb.) Emil Weber,Plantae,Scrophulariaceae,Aptosimum spinescens,Species, <b>Use</b>: Leaves are used for <em>medicinal</em> teas (Von Koenen 2001).,POWO pages(/taxon/urn:lsid:ipni.org:names:799392-1),urn:lsid:ipni.org:names:799392-1
1212,1213,True,Spring,Plantae,Selaginellaceae,Selaginella flagellata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:232097-2),urn:lsid:ipni.org:names:232097-2
1213,1214,True,Hieron.,Plantae,Selaginellaceae,Selaginella sellowii,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:232292-2),urn:lsid:ipni.org:names:232292-2
1214,1215,True,Francey,Plantae,Solanaceae,Cestrum microcalyx,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:53665-2),urn:lsid:ipni.org:names:53665-2
1215,1216,True,Fenzl,Plantae,Urticaceae,Pilea hyalina,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:855481-1),urn:lsid:ipni.org:names:855481-1
1216,1217,True,(G.Don) Dandy,Plantae,Zygophyllaceae,Kallstroemia pubescens,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:873297-1),urn:lsid:ipni.org:names:873297-1
1217,1218,True,Blume,Plantae,Araceae,Arisaema jacquemontii,Species," <b>Use</b>:  in Nepal, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:85681-1),urn:lsid:ipni.org:names:85681-1
1218,1219,True,Schltdl. & Cham.,Plantae,Araliaceae,Hydrocotyle mexicana,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:843596-1),urn:lsid:ipni.org:names:843596-1
1219,1220,True,Cass.,Plantae,Asteraceae,Acmella brachyglossa,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:174530-1),urn:lsid:ipni.org:names:174530-1
1220,1221,True,L.,Plantae,Asteraceae,Bellis perennis,Species," <b>Use</b>: Ornamental, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:184409-1),urn:lsid:ipni.org:names:184409-1
1221,1222,True,Kunth,Plantae,Asteraceae,Bidens andicola,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:184720-1),urn:lsid:ipni.org:names:184720-1
1222,1223,True,(Link ex Spreng.) DC.,Plantae,Asteraceae,Erechtites valerianifolius,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:203365-1),urn:lsid:ipni.org:names:203365-1
1223,1224,True,(Jacq.) Dunal,Plantae,Asteraceae,Heliopsis buphthalmoides,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:213524-1),urn:lsid:ipni.org:names:213524-1
1224,1225,True,Solms,Plantae,Chloranthaceae,Hedyosmum goudotianum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:277980-2),urn:lsid:ipni.org:names:277980-2
1225,1226,True,(Vahl) Kubitzki,Plantae,Dilleniaceae,Davilla nitida,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:77025-2),urn:lsid:ipni.org:names:77025-2
1226,1227,True,(Rich.) Amshoff,Plantae,Fabaceae,Dioclea virgata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:492690-1),urn:lsid:ipni.org:names:492690-1
1227,1228,True,Jancz.,Plantae,Grossulariaceae,Ribes andicola,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:792564-1),urn:lsid:ipni.org:names:792564-1
1228,1229,True,Benth.,Plantae,Lamiaceae,Hyptis dilatata,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:448057-1),urn:lsid:ipni.org:names:448057-1
1229,1230,True,(L.) L.,Plantae,Lamiaceae,Stachys arvensis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:459319-1),urn:lsid:ipni.org:names:459319-1
1230,1231,True,Goudot,Plantae,Malvaceae,Herrania pulcherrima,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:824028-1),urn:lsid:ipni.org:names:824028-1
1231,1232,True,Diels,Plantae,Menispermaceae,Odontocarya tripetala,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:172196-2),urn:lsid:ipni.org:names:172196-2
1232,1233,True,Kunth,Plantae,Montiaceae,Calandrinia acaulis,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:698305-1),urn:lsid:ipni.org:names:698305-1
1233,1234,True,(O.Berg) Burret,Plantae,Myrtaceae,Calycolpus moritzianus,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:43033-2),urn:lsid:ipni.org:names:43033-2
1234,1235,True,Ruiz & Pav.,Plantae,Piperaceae,Peperomia acuminata,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:677918-1),urn:lsid:ipni.org:names:677918-1
1235,1236,True,C.DC.,Plantae,Piperaceae,Piper munchanum,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:682305-1),urn:lsid:ipni.org:names:682305-1
1236,1237,True,(Hack.) Hitchc. ex Chase,Plantae,Poaceae,Lasiacis procerrima,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:135714-2),urn:lsid:ipni.org:names:135714-2
1237,1238,True,(Willd.) Kaulf.,Plantae,Polypodiaceae,Pleopeltis macrocarpa,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:17448650-1),urn:lsid:ipni.org:names:17448650-1
1238,1239,True,(Pers.) Lindl.,Plantae,Rosaceae,Hesperomeles obtusifolia,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:725484-1),urn:lsid:ipni.org:names:725484-1
1239,1240,True,Focke,Plantae,Rosaceae,Rubus acanthophyllos,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:734809-1),urn:lsid:ipni.org:names:734809-1
1240,1241,True,Kunth,Plantae,Rosaceae,Rubus glabratus,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:737034-1),urn:lsid:ipni.org:names:737034-1
1241,1242,True,Mill.,Plantae,Solanaceae,Solanum jamaicense,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:819638-1),urn:lsid:ipni.org:names:819638-1
1242,1243,True,L.,Plantae,Poaceae,Briza minor,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:393299-1),urn:lsid:ipni.org:names:393299-1
1243,1244,True,Flüggé,Plantae,Poaceae,Paspalum notatum,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:414477-1),urn:lsid:ipni.org:names:414477-1
1244,1245,True,L.,Plantae,Poaceae,Poa annua,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:320035-2),urn:lsid:ipni.org:names:320035-2
1245,1246,True,(Sw.) Nees ex Buse,Plantae,Poaceae,Schizachyrium brevifolium,Species," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto",POWO pages(/taxon/urn:lsid:ipni.org:names:1126606-2),urn:lsid:ipni.org:names:1126606-2
1246,1247,True,Herb.,Plantae,Amaryllidaceae,Zephyranthes carinata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:270933-2),urn:lsid:ipni.org:names:270933-2
1247,1248,True,L.,Plantae,Anacardiaceae,Schinus areira,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:71006-1),urn:lsid:ipni.org:names:71006-1
1248,1249,True,L.,Plantae,Apocynaceae,Allamanda cathartica,Species," <b>Use</b>: Ornamental, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:319065-2),urn:lsid:ipni.org:names:319065-2
1249,1250,True,Trel.,Plantae,Asparagaceae,Agave cocui,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:6425-2),urn:lsid:ipni.org:names:6425-2
1250,1251,True,(L.) L.,Plantae,Asphodelaceae,Hemerocallis fulva,Species," <b>Use</b>: Ornamental, culinary, <em>medicinal</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:536335-1),urn:lsid:ipni.org:names:536335-1
1251,1252,True,L.,Plantae,Aspleniaceae,Asplenium radicans,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:22662-2),urn:lsid:ipni.org:names:22662-2
1252,1253,True,(Desv.) Hieron.,Plantae,Aspleniaceae,Blechnum cordatum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:33533-2),urn:lsid:ipni.org:names:33533-2
1253,1254,True,(Kunth) DC.,Plantae,Asteraceae,Achyrocline alata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:174368-1),urn:lsid:ipni.org:names:174368-1
1254,1255,True,(Kunth) Cass.,Plantae,Asteraceae,Acmella ciliata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:174534-1),urn:lsid:ipni.org:names:174534-1
1255,1256,True,G.Don,Plantae,Asteraceae,Bidens reptans,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:185190-1),urn:lsid:ipni.org:names:185190-1
1256,1257,True,(Lam.) R.M.King & H.Rob.,Plantae,Asteraceae,Chromolaena laevigata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:57414-2),urn:lsid:ipni.org:names:57414-2
1257,1258,True,Nicolson,Plantae,Asteraceae,Emilia fosbergii,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:90491-2),urn:lsid:ipni.org:names:90491-2
1258,1259,True,DC.,Plantae,Asteraceae,Erigeron karvinskianus,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:204028-1),urn:lsid:ipni.org:names:204028-1
1259,1260,True,(L.) DC.,Plantae,Asteraceae,Hebeclinium macrophyllum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:1092582-2),urn:lsid:ipni.org:names:1092582-2
1260,1261,True,Less.,Plantae,Asteraceae,Lycoseris triplinervia,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:231347-1),urn:lsid:ipni.org:names:231347-1
1261,1262,True,Cav.,Plantae,Asteraceae,Tagetes micrantha,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:252130-1),urn:lsid:ipni.org:names:252130-1
1262,1263,True,Kunth,Plantae,Asteraceae,Tagetes terniflora,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:60461729-2),urn:lsid:ipni.org:names:60461729-2
1263,1264,True,L.,Plantae,Bignoniaceae,Bignonia aequinoctialis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:108550-1),urn:lsid:ipni.org:names:108550-1
1264,1265,True,(Vahl) Christenh. & Byng,Plantae,Commelinaceae,Callisia serrulata,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:77184055-1),urn:lsid:ipni.org:names:77184055-1
1265,1266,True,(Aubl.) C.B.Clarke,Plantae,Commelinaceae,Dichorisandra hexandra,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:79497-2),urn:lsid:ipni.org:names:79497-2
1266,1267,True,Ruiz & Pav.,Plantae,Costaceae,Costus scaber,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:796376-1),urn:lsid:ipni.org:names:796376-1
1267,1268,True,Naudin,Plantae,Cucurbitaceae,Melothria scabra,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:293320-1),urn:lsid:ipni.org:names:293320-1
1268,1269,True,Sw.,Plantae,Cyperaceae,Cyperus tenuis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:75178-2),urn:lsid:ipni.org:names:75178-2
1269,1270,True,C.Presl,Plantae,Dioscoreaceae,Dioscorea amaranthoides,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:323907-2),urn:lsid:ipni.org:names:323907-2
1270,1271,True,(Griseb.) Klotzsch ex Kunth,Plantae,Dioscoreaceae,Dioscorea glandulosa,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:324020-2),urn:lsid:ipni.org:names:324020-2
1271,1272,True,L.,Plantae,Ericaceae,Monotropa uniflora,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:281016-2),urn:lsid:ipni.org:names:281016-2
1272,1273,True,(Benth.) Barneby & J.W.Grimes,Plantae,Fabaceae,Abarema laeta,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:989371-1),urn:lsid:ipni.org:names:989371-1
1273,1274,True,(Pittier) R.A.Camargo & A.M.G.Azevedo,Plantae,Fabaceae,Deguelia picta,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:77185872-1),urn:lsid:ipni.org:names:77185872-1
1274,1275,True,Craib & Stapf,Plantae,Fabaceae,Isoberlinia doka,Species," <b>Use</b>: Timber, fuelwood, <em>medicinal</em>, carpentry, believed to have",POWO pages(/taxon/urn:lsid:ipni.org:names:500988-1),urn:lsid:ipni.org:names:500988-1
1275,1276,True,Lam.,Plantae,Fabaceae,Lathyrus magellanicus,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:501845-1),urn:lsid:ipni.org:names:501845-1
1276,1277,True,Lepr. ex Guill. & Perr.,Plantae,Fabaceae,Pterocarpus lucens,Species," <b>Use</b>: Timber, firewood, tanning, <em>medicinal</em>, edible leaves",POWO pages(/taxon/urn:lsid:ipni.org:names:516496-1),urn:lsid:ipni.org:names:516496-1
1277,1278,True,(Vahl) R.Br. ex Roem. & Schult.,Plantae,Gentianaceae,Canscora diffusa,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:366552-1),urn:lsid:ipni.org:names:366552-1
1278,1279,True,Benth.,Plantae,Gesneriaceae,Columnea strigosa,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:379021-1),urn:lsid:ipni.org:names:379021-1
1279,1280,True,(Kunth) Regel,Plantae,Gesneriaceae,Kohleria hirsuta,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:381572-1),urn:lsid:ipni.org:names:381572-1
1280,1281,True,Aubl.,Plantae,Haemodoraceae,Xiphidium caeruleum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:304977-2),urn:lsid:ipni.org:names:304977-2
1281,1282,True,L.,Plantae,Iridaceae,Gladiolus communis,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:437372-1),urn:lsid:ipni.org:names:437372-1
1282,1283,True,(P.J.Bergius) Rusby,Plantae,Lacistemataceae,Lacistema aggregatum,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:134457-2),urn:lsid:ipni.org:names:134457-2
1283,1284,True,Poit.,Plantae,Lamiaceae,Hyptis lantanifolia,Species, <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).,POWO pages(/taxon/urn:lsid:ipni.org:names:448177-1),urn:lsid:ipni.org:names:448177-1
1284,1285,True,Houtt.,Plantae,Lamiaceae,Leonurus japonicus,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:449195-1),urn:lsid:ipni.org:names:449195-1
1285,1286,True,Blanco,Plantae,Lamiaceae,Premna odorata,Species, <b>Use</b>:  for <em>medicinal</em> purposes (Burkill 1935).,POWO pages(/taxon/urn:lsid:ipni.org:names:864355-1),urn:lsid:ipni.org:names:864355-1
1286,1287,True,(Mart.) Mez,Plantae,Lauraceae,Aniba puchury-minor,Species, <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:13872-2),urn:lsid:ipni.org:names:13872-2
