"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
916,917,"True","Spenn.","Plantae","Lamiaceae","Salvia rosmarinus","Species"," <b>Use</b>:  and in topical <em>medications</em> (Lagos-López 2007).","POWO pages(/taxon/urn:lsid:ipni.org:names:457138-1)","urn:lsid:ipni.org:names:457138-1","Salvia rosmarinus","457138-1","Species","Salvia rosmarinus","457138-1"
917,918,"True","Mill.","Plantae","Solanaceae","Solanum americanum","Species"," <b>Use</b>: Leaves - Used in poultices and topical <em>medications</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:238279-2)","urn:lsid:ipni.org:names:238279-2","Solanum americanum","238279-2","Species","Solanum americanum","238279-2"
918,919,"True","(L.) Burm.f.","Plantae","Asphodelaceae","Aloe vera","Species"," <b>Use</b>: Exudates - Used in topical <em>medications</em>, applied","POWO pages(/taxon/urn:lsid:ipni.org:names:530017-1)","urn:lsid:ipni.org:names:530017-1","Aloe succotrina","60462554-2","Species","Aloe succotrina","60462554-2"
919,920,"True","Kunth","Plantae","Asteraceae","Ambrosia cumanensis","Species"," <b>Use</b>:  <em>medications</em> (Cadena-González 2010).","POWO pages(/taxon/urn:lsid:ipni.org:names:11053-2)","urn:lsid:ipni.org:names:11053-2","Ambrosia cumanensis","11053-2","Species","Ambrosia cumanensis","11053-2"
920,921,"True","(Aubl.) D.Don","Plantae","Bignoniaceae","Jacaranda copaia","Species"," <b>Use</b>:  and in topical <em>medications</em> to treat skin infections (Cadena-González 2010).","POWO pages(/taxon/urn:lsid:ipni.org:names:109789-1)","urn:lsid:ipni.org:names:109789-1","Jacaranda copaia","109789-1","Species","Jacaranda copaia","109789-1"
921,922,"True","L.","Plantae","Asteraceae","Matricaria chamomilla","Species"," <b>Use</b>: Stems, leaves and flowers - Used in topical <em>medications</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:154715-2)","urn:lsid:ipni.org:names:154715-2","Matricaria chamomilla","154715-2","Species","Matricaria chamomilla","154715-2"
922,923,"True","L.","Plantae","Solanaceae","Physalis peruviana","Species"," <b>Use</b>: Exudates - Used in topical <em>medications</em> in the treatment","POWO pages(/taxon/urn:lsid:ipni.org:names:195473-2)","urn:lsid:ipni.org:names:195473-2","Physalis peruviana","195473-2","Species","Physalis peruviana","195473-2"
923,924,"True","(L'Hér.) Engl.","Plantae","Dioscoreaceae","Dioscorea elephantipes","Species"," <b>Use</b>: <em>Medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:317936-1)","urn:lsid:ipni.org:names:317936-1","Dioscorea elephantipes","317936-1","Species","Dioscorea elephantipes","317936-1"
924,925,"True","Herb.","Plantae","Amaryllidaceae","Crinum brachynema","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:63817-1)","urn:lsid:ipni.org:names:63817-1","Crinum brachynema","63817-1","Species","Crinum brachynema","63817-1"
925,926,"True","Herb.","Plantae","Amaryllidaceae","Crinum purpurascens","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:64033-1)","urn:lsid:ipni.org:names:64033-1","Crinum purpurascens","64033-1","Species","Crinum purpurascens","64033-1"
926,927,"True","Baker ex W.Watson","Plantae","Amaryllidaceae","Crinum woodrowii","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:60466062-2)","urn:lsid:ipni.org:names:60466062-2","Crinum woodrowii","60466062-2","Species","Crinum woodrowii","60466062-2"
927,928,"True","L.","Plantae","Amaryllidaceae","Leucojum vernum","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:65769-1)","urn:lsid:ipni.org:names:65769-1","Leucojum vernum","65769-1","Species","Leucojum vernum","65769-1"
928,929,"True","N.E.Br.","Plantae","Apocynaceae","Cryptolepis obtusa","Species"," <b>Use</b>: <em>Medicinal</em> plant","POWO pages(/taxon/urn:lsid:ipni.org:names:95945-1)","urn:lsid:ipni.org:names:95945-1","Cryptolepis obtusa","95945-1","Species","Cryptolepis obtusa","95945-1"
929,930,"True","L.","Plantae","Araliaceae","Panax quinquefolius","Species"," <b>Use</b>: <em>Medicinal</em> herb.","POWO pages(/taxon/urn:lsid:ipni.org:names:300467-2)","urn:lsid:ipni.org:names:300467-2","Panax quinquefolius","300467-2","Species","Panax quinquefolius","300467-2"
930,931,"True","(L.) Bertol.","Plantae","Asparagaceae","Paradisea liliastrum","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:539674-1)","urn:lsid:ipni.org:names:539674-1","Paradisea liliastrum","539674-1","Species","Paradisea liliastrum","539674-1"
931,932,"True","(Masson) Klopper & Gideon F.Sm.","Plantae","Asphodelaceae","Aloidendron dichotomum","Species"," <b>Use</b>: <em>Medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:77125490-1)","urn:lsid:ipni.org:names:77125490-1","Aloidendron dichotomum","77125490-1","Species","Aloidendron dichotomum","77125490-1"
932,933,"True","L.","Plantae","Asteraceae","Centaurea montana","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:191037-1)","urn:lsid:ipni.org:names:191037-1",NA,NA,NA,NA,NA
933,934,"True","L.","Plantae","Gentianaceae","Gentiana acaulis","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:367703-1)","urn:lsid:ipni.org:names:367703-1","Gentiana acaulis","367703-1","Species","Gentiana acaulis","367703-1"
934,935,"True","L.","Plantae","Lamiaceae","Salvia aurea","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:455710-1)","urn:lsid:ipni.org:names:455710-1","Salvia aurea","455710-1","Species","Salvia aurea","455710-1"
935,936,"True","Miq.","Plantae","Liliaceae","Fritillaria thunbergii","Species"," <b>Use</b>: <em>Medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:535342-1)","urn:lsid:ipni.org:names:535342-1","Fritillaria thunbergii","535342-1","Species","Fritillaria thunbergii","535342-1"
936,937,"True","(Thunb.) Vahl","Plantae","Oleaceae","Forsythia suspensa","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:608900-1)","urn:lsid:ipni.org:names:608900-1","Forsythia suspensa","608900-1","Species","Forsythia suspensa","608900-1"
937,938,"True","Lindl.","Plantae","Orchidaceae","Dendrobium nobile","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:628105-1)","urn:lsid:ipni.org:names:628105-1","Dendrobium nobile","628105-1","Species","Dendrobium nobile","628105-1"
938,939,"True","L.","Plantae","Ranunculaceae","Actaea racemosa","Species"," <b>Use</b>: <em>Medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:316204-2)","urn:lsid:ipni.org:names:316204-2","Actaea racemosa","316204-2","Species","Actaea racemosa","316204-2"
939,940,"True","(Hill) B.L.Rob.","Plantae","Rosaceae","Filipendula rubra","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:104799-2)","urn:lsid:ipni.org:names:104799-2","Filipendula rubra","104799-2","Species","Filipendula rubra","104799-2"
940,941,"True","(Wall. ex Cambess.) Hook.","Plantae","Sapindaceae","Aesculus indica","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:60450399-2)","urn:lsid:ipni.org:names:60450399-2","Aesculus indica","60450399-2","Species","Aesculus indica","60450399-2"
941,942,"True","L.","Plantae","Sarraceniaceae","Sarracenia purpurea","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:30030166-2)","urn:lsid:ipni.org:names:30030166-2","Sarracenia purpurea","30030166-2","Species","Sarracenia purpurea","30030166-2"
942,943,"True","L.","Plantae","Amaryllidaceae","Galanthus nivalis","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, insecticide","POWO pages(/taxon/urn:lsid:ipni.org:names:64496-1)","urn:lsid:ipni.org:names:64496-1","Galanthus nivalis","64496-1","Species","Galanthus nivalis","64496-1"
943,944,"True","Losinsk.","Plantae","Amaryllidaceae","Galanthus woronowii","Species"," <b>Use</b>: Ornamental. <em>Medicinal</em> (galanthamine).","POWO pages(/taxon/urn:lsid:ipni.org:names:64515-1)","urn:lsid:ipni.org:names:64515-1","Galanthus woronowii","64515-1","Species","Galanthus woronowii","64515-1"
944,945,"True","(Roxb.) Baker","Plantae","Asparagaceae","Chlorophytum tuberosum","Species"," <b>Use</b>: <em>Medicinal</em>, ornamental, food.","POWO pages(/taxon/urn:lsid:ipni.org:names:533112-1)","urn:lsid:ipni.org:names:533112-1","Chlorophytum tuberosum","533112-1","Species","Chlorophytum tuberosum","533112-1"
945,946,"True","Roth","Plantae","Betulaceae","Betula pendula","Species"," <b>Use</b>: Ornamental, timber, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:295174-1)","urn:lsid:ipni.org:names:295174-1","Betula pendula","295174-1","Species","Betula pendula","295174-1"
946,947,"True","Pursh","Plantae","Montiaceae","Lewisia rediviva","Species"," <b>Use</b>: Food, <em>medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:317390-2)","urn:lsid:ipni.org:names:317390-2","Lewisia rediviva","317390-2","Species","Lewisia rediviva","317390-2"
947,948,"True","Lour.","Plantae","Oleaceae","Osmanthus fragrans","Species"," <b>Use</b>: Ornamental, culinary, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:610878-1)","urn:lsid:ipni.org:names:610878-1","Osmanthus fragrans","610878-1","Species","Osmanthus fragrans","610878-1"
948,949,"True","(Siebold) Siebold & Zucc.","Plantae","Rosaceae","Prunus mume","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, food.","POWO pages(/taxon/urn:lsid:ipni.org:names:730000-1)","urn:lsid:ipni.org:names:730000-1","Prunus mume","730000-1","Species","Prunus mume","730000-1"
949,950,"True","L.","Plantae","Santalaceae","Viscum album","Species"," <b>Use</b>: Festive decoration, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:300881-2)","urn:lsid:ipni.org:names:300881-2","Viscum album","300881-2","Species","Viscum album","300881-2"
950,951,"True","L.","Plantae","Lamiaceae","Prunella vulgaris","Species"," <b>Use</b>: <em>Medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:455176-1)","urn:lsid:ipni.org:names:455176-1","Prunella vulgaris","455176-1","Species","Prunella vulgaris","455176-1"
951,952,"True","(Oliv.) Gilg","Plantae","Achariaceae","Caloncoba welwitschii","Species"," <b>Use</b>: <em>Medicinal</em>, fruit pulp edible.","POWO pages(/taxon/urn:lsid:ipni.org:names:365023-1)","urn:lsid:ipni.org:names:365023-1","Caloncoba welwitschii","365023-1","Species","Caloncoba welwitschii","365023-1"
952,953,"True","(Gaertn.) Dunal","Plantae","Annonaceae","Monodora myristica","Species"," <b>Use</b>: Ornamental, culinary, <em>medicinal</em>, timber.","POWO pages(/taxon/urn:lsid:ipni.org:names:74141-1)","urn:lsid:ipni.org:names:74141-1","Monodora myristica","74141-1","Species","Monodora myristica","74141-1"
953,954,"True","(Lam.) Anderb.","Plantae","Asteraceae","Pseudognaphalium domingense","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:963013-1)","urn:lsid:ipni.org:names:963013-1","Pseudognaphalium domingense","963013-1","Species","Pseudognaphalium domingense","963013-1"
954,955,"True","(L.) Link","Plantae","Calycanthaceae","Chimonanthus praecox","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, cosmetic, culinary.","POWO pages(/taxon/urn:lsid:ipni.org:names:139248-1)","urn:lsid:ipni.org:names:139248-1","Chimonanthus praecox","139248-1","Species","Chimonanthus praecox","139248-1"
955,956,"True","Thunb.","Plantae","Iridaceae","Iris japonica","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:438741-1)","urn:lsid:ipni.org:names:438741-1","Iris japonica","438741-1","Species","Iris japonica","438741-1"
956,957,"True","Thunb.","Plantae","Rubiaceae","Gardenia thunbergia","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, as a raw material.","POWO pages(/taxon/urn:lsid:ipni.org:names:751291-1)","urn:lsid:ipni.org:names:751291-1","Gardenia thunbergia","751291-1","Species","Gardenia thunbergia","751291-1"
957,958,"True","Voronts.","Plantae","Solanaceae","Solanum phoxocarpum","Species"," <b>Use</b>: <em>Medicinal</em>, hedging, possibly edible.","POWO pages(/taxon/urn:lsid:ipni.org:names:77112329-1)","urn:lsid:ipni.org:names:77112329-1","Solanum phoxocarpum","77112329-1","Species","Solanum phoxocarpum","77112329-1"
958,959,"True","(Baker) Baker ex B.D.Jacks.","Plantae","Urticaceae","Obetia radula","Species"," <b>Use</b>: Rope-making, basketry, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:854805-1)","urn:lsid:ipni.org:names:854805-1","Obetia radula","854805-1","Species","Obetia radula","854805-1"
959,960,"True","Liede","Plantae","Apocynaceae","Cynanchum blyttioides","Species"," <b>Use</b>: Fruits edible; fruit and latex <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:990656-1)","urn:lsid:ipni.org:names:990656-1","Cynanchum blyttioides","990656-1","Species","Cynanchum blyttioides","990656-1"
960,961,"True","(L.) Chouard ex Rothm.","Plantae","Asparagaceae","Hyacinthoides non-scripta","Species"," <b>Use</b>: Ornamental, indicator of ancient woodland, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:971733-1)","urn:lsid:ipni.org:names:971733-1","Hyacinthoides non-scripta","971733-1","Species","Hyacinthoides non-scripta","971733-1"
961,962,"True","(L.) G.D.Rowley","Plantae","Asphodelaceae","Kumara plicatilis","Species"," <b>Use</b>: Ornamental, <em>medicinal</em> uses in South Africa.","POWO pages(/taxon/urn:lsid:ipni.org:names:77137999-1)","urn:lsid:ipni.org:names:77137999-1","Kumara plicatilis","77137999-1","Species","Kumara plicatilis","77137999-1"
962,963,"True","Loeuille","Plantae","Asteraceae","Chionolaena adpressifolia","Species"," <b>Use</b>: Used as a <em>medicinal</em> plant to treat inflammation.","POWO pages(/taxon/urn:lsid:ipni.org:names:77111279-1)","urn:lsid:ipni.org:names:77111279-1","Chionolaena adpressifolia","77111279-1","Species","Chionolaena adpressifolia","77111279-1"
963,964,"True","L.","Plantae","Lamiaceae","Lavandula dentata","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, soil erosion control.","POWO pages(/taxon/urn:lsid:ipni.org:names:449031-1)","urn:lsid:ipni.org:names:449031-1","Lavandula dentata","449031-1","Species","Lavandula dentata","449031-1"
964,965,"True","(L.) L'Hér. ex Vent.","Plantae","Moraceae","Broussonetia papyrifera","Species"," <b>Use</b>: Cloth- and paper-making, <em>medicinal</em>, ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:850861-1)","urn:lsid:ipni.org:names:850861-1","Broussonetia papyrifera","850861-1","Species","Broussonetia papyrifera","850861-1"
965,966,"True","(Maiden & Betche) Cheel","Plantae","Myrtaceae","Melaleuca alternifolia","Species"," <b>Use</b>: <em>Medicinal</em> (tea tree oil), ornamental.","POWO pages(/taxon/urn:lsid:ipni.org:names:597833-1)","urn:lsid:ipni.org:names:597833-1","Melaleuca alternifolia","597833-1","Species","Melaleuca alternifolia","597833-1"
966,967,"True","Lindl.","Plantae","Thymelaeaceae","Edgeworthia chrysantha","Species"," <b>Use</b>: Ornamental, high-quality paper, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:831625-1)","urn:lsid:ipni.org:names:831625-1","Edgeworthia chrysantha","831625-1","Species","Edgeworthia chrysantha","831625-1"
967,968,"True","(Jacq.) Decne.","Plantae","Apocynaceae","Ibatia maritima","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:98854-1)","urn:lsid:ipni.org:names:98854-1","Ibatia maritima","98854-1","Species","Ibatia maritima","98854-1"
968,969,"True","Kunth","Plantae","Aquifoliaceae","Ilex myricoides","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:83545-1)","urn:lsid:ipni.org:names:83545-1","Ilex myricoides","83545-1","Species","Ilex myricoides","83545-1"
969,970,"True","(Jacq.) Schott","Plantae","Araceae","Anthurium crassinervium","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:84707-1)","urn:lsid:ipni.org:names:84707-1","Anthurium crassinervium","84707-1","Species","Anthurium crassinervium","84707-1"
970,971,"True","Schott","Plantae","Araceae","Arisaema consanguineum","Species"," <b>Use</b>: Ornamental, <em>medicinal</em>, leaves boiled and eaten","POWO pages(/taxon/urn:lsid:ipni.org:names:85609-1)","urn:lsid:ipni.org:names:85609-1","Arisaema consanguineum","85609-1","Species","Arisaema consanguineum","85609-1"
971,972,"True","A.Rich.","Plantae","Araliaceae","Hydrocotyle humboldtii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:843540-1)","urn:lsid:ipni.org:names:843540-1","Hydrocotyle humboldtii","843540-1","Species","Hydrocotyle humboldtii","843540-1"
972,973,"True","(Willd. ex Schult.) Decne. & Planch.","Plantae","Araliaceae","Oreopanax catalpifolius","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:91160-1)","urn:lsid:ipni.org:names:91160-1","Oreopanax catalpifolius","91160-1","Species","Oreopanax catalpifolius","91160-1"
973,974,"True","Cuatrec.","Plantae","Araliaceae","Oreopanax gargantae","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:176183-2)","urn:lsid:ipni.org:names:176183-2","Oreopanax gargantae","176183-2","Species","Oreopanax gargantae","176183-2"
974,975,"True","Benth.","Plantae","Araliaceae","Sciodaphyllum sphaerocoma","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:92546-1)","urn:lsid:ipni.org:names:92546-1","Sciodaphyllum sphaerocoma","92546-1","Species","Sciodaphyllum sphaerocoma","92546-1"
975,976,"True","(L.) Stearn","Plantae","Asparagaceae","Drimia maritima","Species"," <b>Use</b>: <em>Medicinal</em>, rodenticide, insect repellent","POWO pages(/taxon/urn:lsid:ipni.org:names:534538-1)","urn:lsid:ipni.org:names:534538-1","Drimia maritima","534538-1","Species","Drimia maritima","534538-1"
976,977,"True","(Kunth) R.M.King & H.Rob.","Plantae","Asteraceae","Aristeguietia lamiifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:19109-2)","urn:lsid:ipni.org:names:19109-2","Aristeguietia lamiifolia","19109-2","Species","Aristeguietia lamiifolia","19109-2"
977,978,"True","Pers.","Plantae","Asteraceae","Baccharis nitida","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:183511-1)","urn:lsid:ipni.org:names:183511-1","Baccharis nitida","183511-1","Species","Baccharis nitida","183511-1"
978,979,"True","Kunth","Plantae","Asteraceae","Baccharis revoluta","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:183680-1)","urn:lsid:ipni.org:names:183680-1","Baccharis revoluta","183680-1","Species","Baccharis revoluta","183680-1"
979,980,"True","Benth. ex S.F.Blake","Plantae","Asteraceae","Calea peruviana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:41956-2)","urn:lsid:ipni.org:names:41956-2","Calea peruviana","41956-2","Species","Calea peruviana","41956-2"
980,981,"True","Bonpl.","Plantae","Asteraceae","Culcitium canescens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:200642-1)","urn:lsid:ipni.org:names:200642-1","Culcitium canescens","200642-1","Species","Culcitium canescens","200642-1"
981,982,"True","Benth.","Plantae","Asteraceae","Erigeron uliginosus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:204638-1)","urn:lsid:ipni.org:names:204638-1","Erigeron lonchophyllus","1127775-2","Species","Erigeron lonchophyllus","1127775-2"
982,983,"True","Cuatrec.","Plantae","Asteraceae","Espeletia barclayana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:97628-2)","urn:lsid:ipni.org:names:97628-2","Espeletia barclayana","97628-2","Species","Espeletia barclayana","97628-2"
983,984,"True","Bonpl.","Plantae","Asteraceae","Espeletia corymbosa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:97655-2)","urn:lsid:ipni.org:names:97655-2","Espeletia schultzii var. schultzii","77233662-1","Variety","Espeletia schultzii","205179-1"
984,985,"True","Cuatrec.","Plantae","Asteraceae","Espeletia killipii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:97705-2)","urn:lsid:ipni.org:names:97705-2","Espeletia killipii","97705-2","Species","Espeletia killipii","97705-2"
985,986,"True","(Benth.) R.M.King & H.Rob.","Plantae","Asteraceae","Lourteigia humilis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:144058-2)","urn:lsid:ipni.org:names:144058-2","Lourteigia humilis","144058-2","Species","Lourteigia humilis","144058-2"
986,987,"True","Hieron.","Plantae","Asteraceae","Mikania aschersonii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:160759-2)","urn:lsid:ipni.org:names:160759-2","Mikania aschersonii","160759-2","Species","Mikania aschersonii","160759-2"
987,988,"True","B.L.Rob.","Plantae","Asteraceae","Mikania caldasana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:160806-2)","urn:lsid:ipni.org:names:160806-2","Mikania caldasana","160806-2","Species","Mikania caldasana","160806-2"
988,989,"True","Rusby","Plantae","Asteraceae","Mikania flabellata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:160902-2)","urn:lsid:ipni.org:names:160902-2","Mikania flabellata","160902-2","Species","Mikania flabellata","160902-2"
989,990,"True","Bonpl.","Plantae","Asteraceae","Mikania guaco","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:232913-1)","urn:lsid:ipni.org:names:232913-1","Mikania guaco","232913-1","Species","Mikania guaco","232913-1"
990,991,"True","Hieron.","Plantae","Asteraceae","Mikania lehmannii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:161007-2)","urn:lsid:ipni.org:names:161007-2","Mikania lehmannii","161007-2","Species","Mikania lehmannii","161007-2"
991,992,"True","DC.","Plantae","Asteraceae","Mikania psilostachya","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:233144-1)","urn:lsid:ipni.org:names:233144-1","Mikania psilostachya","233144-1","Species","Mikania psilostachya","233144-1"
992,993,"True","Klatt","Plantae","Asteraceae","Mikania sylvatica","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:161279-2)","urn:lsid:ipni.org:names:161279-2","Mikania sylvatica","161279-2","Species","Mikania sylvatica","161279-2"
993,994,"True","DC.","Plantae","Asteraceae","Mikania vitifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:161327-2)","urn:lsid:ipni.org:names:161327-2","Mikania vitifolia","161327-2","Species","Mikania vitifolia","161327-2"
994,995,"True","(Benth.) C.Jeffrey","Plantae","Asteraceae","Monticalia corymbosa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:963576-1)","urn:lsid:ipni.org:names:963576-1","Monticalia corymbosa","963576-1","Species","Monticalia corymbosa","963576-1"
995,996,"True","Kartesz","Plantae","Asteraceae","Pseudognaphalium elegans","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:1039426-2)","urn:lsid:ipni.org:names:1039426-2","Pseudognaphalium elegans","1039426-2","Species","Pseudognaphalium elegans","1039426-2"
996,997,"True","(Kunth) Anderb.","Plantae","Asteraceae","Pseudognaphalium lanuginosum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:963030-1)","urn:lsid:ipni.org:names:963030-1","Pseudognaphalium lanuginosum","963030-1","Species","Pseudognaphalium lanuginosum","963030-1"
997,998,"True","(Aristeg.) Anderb.","Plantae","Asteraceae","Pseudognaphalium meridanum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:283867-2)","urn:lsid:ipni.org:names:283867-2","Pseudognaphalium meridanum","283867-2","Species","Pseudognaphalium meridanum","283867-2"
998,999,"True","(Kunth) Anderb.","Plantae","Asteraceae","Pseudognaphalium pellitum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:963040-1)","urn:lsid:ipni.org:names:963040-1","Pseudognaphalium pellitum","963040-1","Species","Pseudognaphalium pellitum","963040-1"
999,1000,"True","(Cuatrec.) Vitali","Plantae","Asteraceae","Smallanthus cocuyensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77137314-1)","urn:lsid:ipni.org:names:77137314-1","Smallanthus cocuyensis","77137314-1","Species","Smallanthus cocuyensis","77137314-1"
1000,1001,"True","Gillies ex Hook. & Arn.","Plantae","Asteraceae","Werneria pygmaea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:260433-1)","urn:lsid:ipni.org:names:260433-1","Werneria pygmaea","260433-1","Species","Werneria pygmaea","260433-1"
