,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
1089,99211-1,Marsdenia lucida,Marsdenia lucida,99211-1,Species,,:MPNS (Marsdenia lucida)
1090,99215-1,Marsdenia macrantha,Marsdenia macrantha,99215-1,Species,,:MPNS (Marsdenia macrantha)
1091,99226-1,Marsdenia mexicana,Marsdenia mexicana,99226-1,Species,,:MPNS (Marsdenia mexicana)
1092,99241-1,Marsdenia officinalis,Marsdenia officinalis,99241-1,Species,,:MPNS (Marsdenia officinalis)
1093,99243-1,Marsdenia oreophila,Marsdenia oreophila,99243-1,Species,,:MPNS (Marsdenia oreophila)
1094,153596-2,Marsdenia parvifolia,Marsdenia parvifolia,153596-2,Species,,:MPNS (Marsdenia parvifolia)
1095,99281-1,Marsdenia roylei,Marsdenia roylei,99281-1,Species,,:MPNS (Marsdenia roylei)
1096,99282-1,Marsdenia rubicunda,Marsdenia rubicunda,99282-1,Species,,:MPNS (Marsdenia rubicunda)
1097,99288-1,Marsdenia schimperi,Marsdenia schimperi,99288-1,Species,,:MPNS (Marsdenia schimperi)
1098,99294-1,Marsdenia sinensis,Marsdenia sinensis,99294-1,Species,,:MPNS (Marsdenia sinensis)
1099,99319-1,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,Species,,:MPNS (Marsdenia tenacissima)
1100,99325-1,Marsdenia tinctoria,Marsdenia tinctoria,99325-1,Species,,:MPNS (Marsdenia tinctoria)
1101,99327-1,Marsdenia tirunelvelica,Marsdenia tirunelvelica,99327-1,Species,,:MPNS (Marsdenia tirunelvelica)
1102,99328-1,Marsdenia tomentosa,Marsdenia tomentosa,99328-1,Species,,:MPNS (Marsdenia tomentosa)
1103,99332-1,Marsdenia truncata,Marsdenia truncata,99332-1,Species,,:MPNS (Marsdenia truncata)
1104,99366-1,Marsdenia zimapanica,Marsdenia zimapanica,99366-1,Species,,:MPNS (Marsdenia zimapanica)
1105,756020-1,Massularia acuminata,Massularia acuminata,756020-1,Species,,:MPNS (Massularia acuminata)
1106,756021-1,Mastixiodendron flavidum,Mastixiodendron flavidum,756021-1,Species,,:MPNS (Mastixiodendron flavidum)
1107,154492-2,Matelea biflora,Matelea biflora,154492-2,Species,,:MPNS (Matelea biflora)
1108,154515-2,Matelea crenata,Matelea crenata,154515-2,Species,,:MPNS (Matelea crenata)
1109,154520-2,Matelea cynanchoides,Matelea cynanchoides,154520-2,Species,,:MPNS (Matelea cynanchoides)
1110,154568-2,Matelea nummularia,Matelea nummularia,154568-2,Species,,:MPNS (Matelea nummularia)
1111,154583-2,Matelea pedunculata,Matelea pedunculata,154583-2,Species,,:MPNS (Matelea pedunculata)
1112,154604-2,Matelea reticulata,Matelea reticulata,154604-2,Species,,:MPNS (Matelea reticulata)
1113,80183-1,Melodinus cochinchinensis,Melodinus cochinchinensis,80183-1,Species,,:MPNS (Melodinus cochinchinensis)
1114,80201-1,Melodinus fusiformis,Melodinus fusiformis,80201-1,Species,,:MPNS (Melodinus fusiformis)
1115,80239-1,Melodinus orientalis,Melodinus orientalis,80239-1,Species,,:MPNS (Melodinus orientalis)
1116,756200-1,Meyna laxiflora,Meyna laxiflora,756200-1,Species,,:MPNS (Meyna laxiflora)
1117,756204-1,Meyna pubescens,Meyna pubescens,756204-1,Species,,:MPNS (Meyna pubescens)
1118,756205-1,Meyna spinosa,Meyna spinosa,756205-1,Species,,:MPNS (Meyna spinosa)
1119,756206-1,Meyna tetraphylla,Meyna tetraphylla,756206-1,Species,,:MPNS (Meyna tetraphylla)
1120,77169527-1,Meyna tetraphylla subsp. tetraphylla,Meyna tetraphylla,756206-1,Subspecies,,:MPNS (Meyna tetraphylla subsp. tetraphylla)
1121,80325-1,Micrechites jacquetii,Micrechites jacquetii,80325-1,Species,,:MPNS (Micrechites jacquetii)
1122,99778-1,Microloma sagittatum,Microloma sagittatum,99778-1,Species,,:MPNS (Microloma sagittatum)
1123,280970-2,Mitchella repens,Mitchella repens,280970-2,Species,,:MPNS (Mitchella repens)
1124,756235-1,Mitracarpus megapotamicus,Mitracarpus megapotamicus,756235-1,Species,,:MPNS (Mitracarpus megapotamicus)
1125,756293-1,Mitragyna diversifolia,Mitragyna diversifolia,756293-1,Species,,:MPNS (Mitragyna diversifolia)
1126,756294-1,Mitragyna hirsuta,Mitragyna hirsuta,756294-1,Species,,:MPNS (Mitragyna hirsuta)
1127,756296-1,Mitragyna inermis,Mitragyna inermis,756296-1,Species,,:MPNS (Mitragyna inermis)
1128,756298-1,Mitragyna ledermannii,Mitragyna ledermannii,756298-1,Species,,:MPNS (Mitragyna ledermannii)
1129,756300-1,Mitragyna parvifolia,Mitragyna parvifolia,756300-1,Species,,:MPNS (Mitragyna parvifolia)
1130,756301-1,Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,Species,,:MPNS (Mitragyna rotundifolia)
1131,756302-1,Mitragyna rubrostipulata,Mitragyna rubrostipulata,756302-1,Species,,:MPNS (Mitragyna rubrostipulata)
1132,756303-1,Mitragyna speciosa,Mitragyna speciosa,756303-1,Species,,:MPNS (Mitragyna speciosa)
1133,756304-1,Mitragyna stipulosa,Mitragyna stipulosa,756304-1,Species,,:MPNS (Mitragyna stipulosa)
1134,756305-1,Mitragyna tubulosa,Mitragyna tubulosa,756305-1,Species,,:MPNS (Mitragyna tubulosa)
1135,99811-1,Mondia ecornuta,Mondia ecornuta,99811-1,Species,,:MPNS (Mondia ecornuta)
1136,99812-1,Mondia whitei,Mondia whitei,99812-1,Species,,:MPNS (Mondia whitei)
1137,756319-1,Morelia senegalensis,Morelia senegalensis,756319-1,Species,,:MPNS (Morelia senegalensis)
1138,1009137-1,Morinda angustifolia,Morinda angustifolia,1009137-1,Species,,:MPNS (Morinda angustifolia)
1139,756345-1,Morinda bracteata,Morinda bracteata,756345-1,Species,,:MPNS (Morinda bracteata)
1140,756356-1,Morinda chrysorhiza,Morinda chrysorhiza,756356-1,Species,,:MPNS (Morinda chrysorhiza)
1141,756359-1,Morinda citrifolia,Morinda citrifolia,756359-1,Species,,:MPNS (Morinda citrifolia)
1142,756364-1,Morinda coreia,Morinda coreia,756364-1,Species,,:MPNS (Morinda coreia)
1143,756371-1,Morinda elliptica,Morinda elliptica,756371-1,Species,,:MPNS (Morinda elliptica)
1144,756416-1,Morinda longiflora,Morinda longiflora,756416-1,Species,,:MPNS (Morinda longiflora)
1145,756419-1,Morinda lucida,Morinda lucida,756419-1,Species,,:MPNS (Morinda lucida)
1146,756428-1,Morinda morindoides,Morinda morindoides,756428-1,Species,,:MPNS (Morinda morindoides)
1147,756446-1,Morinda panamensis,Morinda panamensis,756446-1,Species,,:MPNS (Morinda panamensis)
1148,756451-1,Morinda persicifolia,Morinda persicifolia,756451-1,Species,,:MPNS (Morinda persicifolia)
1149,756470-1,Morinda royoc,Morinda royoc,756470-1,Species,,:MPNS (Morinda royoc)
1150,756499-1,Morinda titanophylla,Morinda titanophylla,756499-1,Species,,:MPNS (Morinda titanophylla)
1151,77158413-1,Motandra paniculata,Motandra paniculata,77158413-1,Species,,:MPNS (Motandra paniculata)
1152,281069-2,Mucoa duckei,Mucoa duckei,281069-2,Species,,:MPNS (Mucoa duckei)
1153,944189-1,Multidentia crassa,Multidentia crassa,944189-1,Species,,:MPNS (Multidentia crassa)
1154,756534-1,Mussaenda afzelii,Mussaenda afzelii,756534-1,Species,,:MPNS (Mussaenda afzelii)
1155,756541-1,Mussaenda anisophylla,Mussaenda anisophylla,756541-1,Species,,:MPNS (Mussaenda anisophylla)
1156,756546-1,Mussaenda arcuata,Mussaenda arcuata,756546-1,Species,,:MPNS (Mussaenda arcuata)
1157,756565-1,Mussaenda cambodiana,Mussaenda cambodiana,756565-1,Species,,:MPNS (Mussaenda cambodiana)
1158,756592-1,Mussaenda cylindrocarpa,Mussaenda cylindrocarpa,756592-1,Species,,:MPNS (Mussaenda cylindrocarpa)
1159,756594-1,Mussaenda dasyphylla,Mussaenda dasyphylla,756594-1,Species,,:MPNS (Mussaenda dasyphylla)
1160,756604-1,Mussaenda divaricata,Mussaenda divaricata,756604-1,Species,,:MPNS (Mussaenda divaricata)
1161,756609-1,Mussaenda elegans,Mussaenda elegans,756609-1,Species,,:MPNS (Mussaenda elegans)
1162,756611-1,Mussaenda elmeri,Mussaenda elmeri,756611-1,Species,,:MPNS (Mussaenda elmeri)
1163,756617-1,Mussaenda erosa,Mussaenda erosa,756617-1,Species,,:MPNS (Mussaenda erosa)
1164,756618-1,Mussaenda erythrophylla,Mussaenda erythrophylla,756618-1,Species,,:MPNS (Mussaenda erythrophylla)
1165,756621-1,Mussaenda ferruginea,Mussaenda ferruginea,756621-1,Species,,:MPNS (Mussaenda ferruginea)
1166,756632-1,Mussaenda frondosa,Mussaenda frondosa,756632-1,Species,,:MPNS (Mussaenda frondosa)
1167,756643-1,Mussaenda glabra,Mussaenda glabra,756643-1,Species,,:MPNS (Mussaenda glabra)
1168,756644-1,Mussaenda glabrata,Mussaenda glabrata,756644-1,Species,,:MPNS (Mussaenda glabrata)
1169,756648-1,Mussaenda grandiflora,Mussaenda grandiflora,756648-1,Species,,:MPNS (Mussaenda grandiflora)
1170,756652-1,Mussaenda hainanensis,Mussaenda hainanensis,756652-1,Species,,:MPNS (Mussaenda hainanensis)
1171,756659-1,Mussaenda hirsutissima,Mussaenda hirsutissima,756659-1,Species,,:MPNS (Mussaenda hirsutissima)
1172,756674-1,Mussaenda isertiana,Mussaenda isertiana,756674-1,Species,,:MPNS (Mussaenda isertiana)
1173,756700-1,Mussaenda laxa,Mussaenda laxa,756700-1,Species,,:MPNS (Mussaenda laxa)
1174,756701-1,Mussaenda laxiflora,Mussaenda laxiflora,756701-1,Species,,:MPNS (Mussaenda laxiflora)
1175,756718-1,Mussaenda macrophylla,Mussaenda macrophylla,756718-1,Species,,:MPNS (Mussaenda macrophylla)
1176,756742-1,Mussaenda nannanii,Mussaenda nannanii,756742-1,Species,,:MPNS (Mussaenda nannanii)
1177,756770-1,Mussaenda philippica,Mussaenda philippica,756770-1,Species,,:MPNS (Mussaenda philippica)
1178,756781-1,Mussaenda pubescens,Mussaenda pubescens,756781-1,Species,,:MPNS (Mussaenda pubescens)
1179,756788-1,Mussaenda raiateensis,Mussaenda raiateensis,756788-1,Species,,:MPNS (Mussaenda raiateensis)
1180,756798-1,Mussaenda roxburghii,Mussaenda roxburghii,756798-1,Species,,:MPNS (Mussaenda roxburghii)
1181,756804-1,Mussaenda rufinervia,Mussaenda rufinervia,756804-1,Species,,:MPNS (Mussaenda rufinervia)
1182,756807-1,Mussaenda sanderiana,Mussaenda sanderiana,756807-1,Species,,:MPNS (Mussaenda sanderiana)
1183,756817-1,Mussaenda shikokiana,Mussaenda shikokiana,756817-1,Species,,:MPNS (Mussaenda shikokiana)
1184,756834-1,Mussaenda tenuiflora,Mussaenda tenuiflora,756834-1,Species,,:MPNS (Mussaenda tenuiflora)
1185,756839-1,Mussaenda theifera,Mussaenda theifera,756839-1,Species,,:MPNS (Mussaenda theifera)
1186,756849-1,Mussaenda tristigmatica,Mussaenda tristigmatica,756849-1,Species,,:MPNS (Mussaenda tristigmatica)
1187,756863-1,Mussaenda villosa,Mussaenda villosa,756863-1,Species,,:MPNS (Mussaenda villosa)
1188,756872-1,Mussaendopsis beccariana,Mussaendopsis beccariana,756872-1,Species,,:MPNS (Mussaendopsis beccariana)
1189,756896-1,Mycetia longifolia,Mycetia longifolia,756896-1,Species,,:MPNS (Mycetia longifolia)
1190,77147264-1,Mycetia nutans,Mycetia nutans,77147264-1,Species,,:MPNS (Mycetia nutans)
1191,99829-1,Myriopteron extensum,Myriopteron extensum,99829-1,Species,,:MPNS (Myriopteron extensum)
1192,757002-1,Myrmecodia tuberosa,Myrmecodia tuberosa,757002-1,Species,,:MPNS (Myrmecodia tuberosa)
1193,757009-1,Myrmeconauclea strigosa,Myrmeconauclea strigosa,757009-1,Species,,:MPNS (Myrmeconauclea strigosa)
1194,757089-1,Nauclea diderrichii,Nauclea diderrichii,757089-1,Species,,:MPNS (Nauclea diderrichii)
1195,757144-1,Nauclea latifolia,Nauclea latifolia,757144-1,Species,,:MPNS (Nauclea latifolia)
1196,77078143-1,Nauclea officinalis,Nauclea officinalis,77078143-1,Species,,:MPNS (Nauclea officinalis)
1197,757181-1,Nauclea orientalis,Nauclea orientalis,757181-1,Species,,:MPNS (Nauclea orientalis)
1198,757209-1,Nauclea pobeguinii,Nauclea pobeguinii,757209-1,Species,,:MPNS (Nauclea pobeguinii)
1199,757259-1,Nauclea subdita,Nauclea subdita,757259-1,Species,,:MPNS (Nauclea subdita)
1200,757283-1,Nauclea vanderguchtii,Nauclea vanderguchtii,757283-1,Species,,:MPNS (Nauclea vanderguchtii)
1201,757296-1,Neanotis calycina,Neanotis calycina,757296-1,Species,,:MPNS (Neanotis calycina)
1202,757298-1,Neanotis decipiens,Neanotis decipiens,757298-1,Species,,:MPNS (Neanotis decipiens)
1203,757301-1,Neanotis gracilis,Neanotis gracilis,757301-1,Species,,:MPNS (Neanotis gracilis)
1204,757302-1,Neanotis hirsuta,Neanotis hirsuta,757302-1,Species,,:MPNS (Neanotis hirsuta)
1205,757304-1,Neanotis indica,Neanotis indica,757304-1,Species,,:MPNS (Neanotis indica)
1206,757305-1,Neanotis ingrata,Neanotis ingrata,757305-1,Species,,:MPNS (Neanotis ingrata)
1207,962359-1,Neanotis latifolia,Neanotis latifolia,962359-1,Species,,:MPNS (Neanotis latifolia)
1208,757317-1,Neanotis rheedei,Neanotis rheedei,757317-1,Species,,:MPNS (Neanotis rheedei)
1209,77119418-1,Neanotis subtilis,Neanotis subtilis,77119418-1,Species,,:MPNS (Neanotis subtilis)
1210,757324-1,Neanotis urophylla,Neanotis urophylla,757324-1,Species,,:MPNS (Neanotis urophylla)
1211,757325-1,Neanotis wightiana,Neanotis wightiana,757325-1,Species,,:MPNS (Neanotis wightiana)
1212,757341-1,Nenax microphylla,Nenax microphylla,757341-1,Species,,:MPNS (Nenax microphylla)
1213,909127-1,Neohymenopogon parasiticus,Neohymenopogon parasiticus,909127-1,Species,,:MPNS (Neohymenopogon parasiticus)
1214,914296-1,Neolamarckia cadamba,Neolamarckia cadamba,914296-1,Species,,:MPNS (Neolamarckia cadamba)
1215,914297-1,Neolamarckia macrophylla,Neolamarckia macrophylla,914297-1,Species,,:MPNS (Neolamarckia macrophylla)
1216,757384-1,Neonauclea calycina,Neonauclea calycina,757384-1,Species,,:MPNS (Neonauclea calycina)
1217,757386-1,Neonauclea celebica,Neonauclea celebica,757386-1,Species,,:MPNS (Neonauclea celebica)
1218,757394-1,Neonauclea excelsa,Neonauclea excelsa,757394-1,Species,,:MPNS (Neonauclea excelsa)
1219,757398-1,Neonauclea forsteri,Neonauclea forsteri,757398-1,Species,,:MPNS (Neonauclea forsteri)
1220,946772-1,Neonauclea glabra,Neonauclea glabra,946772-1,Species,,:MPNS (Neonauclea glabra)
1221,757410-1,Neonauclea lanceolata,Neonauclea lanceolata,757410-1,Species,,:MPNS (Neonauclea lanceolata)
1222,955339-1,Neonauclea lanceolata subsp. gracilis,Neonauclea lanceolata,757410-1,Subspecies,,:MPNS (Neonauclea lanceolata subsp. gracilis)
1223,60459147-2,Neonauclea purpurea,Neonauclea purpurea,60459147-2,Species,,:MPNS (Neonauclea purpurea)
1224,757439-1,Neonauclea sessilifolia,Neonauclea sessilifolia,757439-1,Species,,:MPNS (Neonauclea sessilifolia)
1225,80460-1,Nerium oleander,Nerium oleander,80460-1,Species,,:MPNS (Nerium oleander)
1226,169617-2,Nernstia mexicana,Nernstia mexicana,169617-2,Species,,:MPNS (Nernstia mexicana)
1227,77167975-1,Nertera granadensis var. granadensis,Nertera granadensis,757486-1,Variety,,:MPNS (Nertera granadensis var. granadensis)
1228,757496-1,Nertera sinensis,Nertera sinensis,757496-1,Species,,:MPNS (Nertera sinensis)
1229,757646-1,Nostolachma densiflora,Nostolachma densiflora,757646-1,Species,,:MPNS (Nostolachma densiflora)
1230,170751-2,Notopleura uliginosa,Notopleura uliginosa,170751-2,Species,,:MPNS (Notopleura uliginosa)
1231,757659-1,Ochreinauclea maingayi,Ochreinauclea maingayi,757659-1,Species,,:MPNS (Ochreinauclea maingayi)
1232,757660-1,Ochreinauclea missionis,Ochreinauclea missionis,757660-1,Species,,:MPNS (Ochreinauclea missionis)
1233,80487-1,Ochrosia acuminata,Ochrosia acuminata,80487-1,Species,,:MPNS (Ochrosia acuminata)
1234,80491-1,Ochrosia borbonica,Ochrosia borbonica,80491-1,Species,,:MPNS (Ochrosia borbonica)
1235,80495-1,Ochrosia coccinea,Ochrosia coccinea,80495-1,Species,,:MPNS (Ochrosia coccinea)
1236,80497-1,Ochrosia compta,Ochrosia compta,80497-1,Species,,:MPNS (Ochrosia compta)
1237,80500-1,Ochrosia elliptica,Ochrosia elliptica,80500-1,Species,,:MPNS (Ochrosia elliptica)
1238,80522-1,Ochrosia mariannensis,Ochrosia mariannensis,80522-1,Species,,:MPNS (Ochrosia mariannensis)
1239,80534-1,Ochrosia oppositifolia,Ochrosia oppositifolia,80534-1,Species,,:MPNS (Ochrosia oppositifolia)
1240,80554-1,Ochrosia vitiensis,Ochrosia vitiensis,80554-1,Species,,:MPNS (Ochrosia vitiensis)
1241,757666-1,Octotropis travancorica,Octotropis travancorica,757666-1,Species,,:MPNS (Octotropis travancorica)
1242,1054185-2,Odontadenia nitida,Odontadenia nitida,1054185-2,Species,,:MPNS (Odontadenia nitida)
1243,291380-2,Odontadenia puncticulosa,Odontadenia puncticulosa,291380-2,Species,,:MPNS (Odontadenia puncticulosa)
1244,77191232-1,Odontadenia semidigyna,Odontadenia semidigyna,77191232-1,Species,,:MPNS (Odontadenia semidigyna)
1245,757678-1,Oldenlandia affinis,Oldenlandia affinis,757678-1,Species,,:MPNS (Oldenlandia affinis)
1246,77172232-1,Oldenlandia affinis subsp. affinis,Oldenlandia affinis,757678-1,Subspecies,,:MPNS (Oldenlandia affinis subsp. affinis)
1247,890423-1,Oldenlandia affinis subsp. fugax,Oldenlandia affinis,757678-1,Subspecies,,:MPNS (Oldenlandia affinis subsp. fugax)
1248,757750-1,Oldenlandia capensis,Oldenlandia capensis,757750-1,Species,,:MPNS (Oldenlandia capensis)
1249,757791-1,Oldenlandia corymbosa,Oldenlandia corymbosa,757791-1,Species,,:MPNS (Oldenlandia corymbosa)
1250,890424-1,Oldenlandia corymbosa var. caespitosa,Oldenlandia corymbosa,757791-1,Variety,,:MPNS (Oldenlandia corymbosa var. caespitosa)
1251,168648-3,Oldenlandia corymbosa var. corymbosa,Oldenlandia corymbosa,757791-1,Variety,,:MPNS (Oldenlandia corymbosa var. corymbosa)
1252,757854-1,Oldenlandia fraterna,Oldenlandia fraterna,757854-1,Species,,:MPNS (Oldenlandia fraterna)
1253,757892-1,Oldenlandia herbacea,Oldenlandia herbacea,757892-1,Species,,:MPNS (Oldenlandia herbacea)
1254,77172088-1,Oldenlandia herbacea var. herbacea,Oldenlandia herbacea,757892-1,Variety,,:MPNS (Oldenlandia herbacea var. herbacea)
1255,757922-1,Oldenlandia johnstonii,Oldenlandia johnstonii,757922-1,Species,,:MPNS (Oldenlandia johnstonii)
1256,757942-1,Oldenlandia lancifolia,Oldenlandia lancifolia,757942-1,Species,,:MPNS (Oldenlandia lancifolia)
1257,758010-1,Oldenlandia microtheca,Oldenlandia microtheca,758010-1,Species,,:MPNS (Oldenlandia microtheca)
1258,758052-1,Oldenlandia paniculata,Oldenlandia paniculata,758052-1,Species,,:MPNS (Oldenlandia paniculata)
1259,758102-1,Oldenlandia pumila,Oldenlandia pumila,758102-1,Species,,:MPNS (Oldenlandia pumila)
1260,758120-1,Oldenlandia recurva,Oldenlandia recurva,758120-1,Species,,:MPNS (Oldenlandia recurva)
1261,758203-1,Oldenlandia stricta,Oldenlandia stricta,758203-1,Species,,:MPNS (Oldenlandia stricta)
1262,758254-1,Oldenlandia umbellata,Oldenlandia umbellata,758254-1,Species,,:MPNS (Oldenlandia umbellata)
1263,758274-1,Oldenlandia viscida,Oldenlandia viscida,758274-1,Species,,:MPNS (Oldenlandia viscida)
1264,80624-1,Oncinotis glabrata,Oncinotis glabrata,80624-1,Species,,:MPNS (Oncinotis glabrata)
1265,80635-1,Oncinotis nitida,Oncinotis nitida,80635-1,Species,,:MPNS (Oncinotis nitida)
1266,80641-1,Oncinotis tenuiloba,Oncinotis tenuiloba,80641-1,Species,,:MPNS (Oncinotis tenuiloba)
1267,758395-1,Ophiorrhiza cantonensis,Ophiorrhiza cantonensis,758395-1,Species,,:MPNS (Ophiorrhiza cantonensis)
1268,758401-1,Ophiorrhiza communis,Ophiorrhiza communis,758401-1,Species,,:MPNS (Ophiorrhiza communis)
1269,758426-1,Ophiorrhiza eriantha,Ophiorrhiza eriantha,758426-1,Species,,:MPNS (Ophiorrhiza eriantha)
1270,758435-1,Ophiorrhiza fasciculata,Ophiorrhiza fasciculata,758435-1,Species,,:MPNS (Ophiorrhiza fasciculata)
1271,758465-1,Ophiorrhiza hirsutula,Ophiorrhiza hirsutula,758465-1,Species,,:MPNS (Ophiorrhiza hirsutula)
1272,758479-1,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,Species,,:MPNS (Ophiorrhiza japonica)
1273,758497-1,Ophiorrhiza laxa,Ophiorrhiza laxa,758497-1,Species,,:MPNS (Ophiorrhiza laxa)
1274,758498-1,Ophiorrhiza leptantha,Ophiorrhiza leptantha,758498-1,Species,,:MPNS (Ophiorrhiza leptantha)
1275,758527-1,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,Species,,:MPNS (Ophiorrhiza mungos)
1276,758538-1,Ophiorrhiza nicobarica,Ophiorrhiza nicobarica,758538-1,Species,,:MPNS (Ophiorrhiza nicobarica)
1277,758539-1,Ophiorrhiza nutans,Ophiorrhiza nutans,758539-1,Species,,:MPNS (Ophiorrhiza nutans)
1278,758544-1,Ophiorrhiza ochroleuca,Ophiorrhiza ochroleuca,758544-1,Species,,:MPNS (Ophiorrhiza ochroleuca)
1279,758559-1,Ophiorrhiza pauciflora,Ophiorrhiza pauciflora,758559-1,Species,,:MPNS (Ophiorrhiza pauciflora)
1280,758562-1,Ophiorrhiza peploides,Ophiorrhiza peploides,758562-1,Species,,:MPNS (Ophiorrhiza peploides)
1281,758576-1,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,Species,,:MPNS (Ophiorrhiza pumila)
1282,758581-1,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,Species,,:MPNS (Ophiorrhiza remotiflora)
1283,758602-1,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,Species,,:MPNS (Ophiorrhiza rugosa)
1284,922429-1,Ophiorrhiza rugosa var. argentea,Ophiorrhiza rugosa,758602-1,Variety,,:MPNS (Ophiorrhiza rugosa var. argentea)
1285,922428-1,Ophiorrhiza rugosa var. prostrata,Ophiorrhiza rugosa,758602-1,Variety,,:MPNS (Ophiorrhiza rugosa var. prostrata)
1286,758615-1,Ophiorrhiza singaporensis,Ophiorrhiza singaporensis,758615-1,Species,,:MPNS (Ophiorrhiza singaporensis)
1287,758627-1,Ophiorrhiza subcapitata,Ophiorrhiza subcapitata,758627-1,Species,,:MPNS (Ophiorrhiza subcapitata)
1288,758634-1,Ophiorrhiza succirubra,Ophiorrhiza succirubra,758634-1,Species,,:MPNS (Ophiorrhiza succirubra)
1289,758651-1,Ophiorrhiza treutleri,Ophiorrhiza treutleri,758651-1,Species,,:MPNS (Ophiorrhiza treutleri)
1290,20009807-1,Orbea carnosa subsp. keithii,Orbea carnosa,1019333-1,Subspecies,,:MPNS (Orbea carnosa subsp. keithii)
1291,1019339-1,Orbea decaisneana,Orbea decaisneana,1019339-1,Species,,:MPNS (Orbea decaisneana)
1292,1019343-1,Orbea dummeri,Orbea dummeri,1019343-1,Species,,:MPNS (Orbea dummeri)
1293,1019346-1,Orbea gerstneri,Orbea gerstneri,1019346-1,Species,,:MPNS (Orbea gerstneri)
1294,1019357-1,Orbea lutea,Orbea lutea,1019357-1,Species,,:MPNS (Orbea lutea)
1295,99910-1,Orbea paradoxa,Orbea paradoxa,99910-1,Species,,:MPNS (Orbea paradoxa)
1296,1019362-1,Orbea rogersii,Orbea rogersii,1019362-1,Species,,:MPNS (Orbea rogersii)
1297,99924-1,Orbea variegata,Orbea variegata,99924-1,Species,,:MPNS (Orbea variegata)
1298,99942-1,Orthanthera albida,Orthanthera albida,99942-1,Species,,:MPNS (Orthanthera albida)
1299,99946-1,Orthanthera jasminiflora,Orthanthera jasminiflora,99946-1,Species,,:MPNS (Orthanthera jasminiflora)
1300,99978-1,Orthosia virgata,Orthosia virgata,99978-1,Species,,:MPNS (Orthosia virgata)
1301,758724-1,Otomeria cameronica,Otomeria cameronica,758724-1,Species,,:MPNS (Otomeria cameronica)
1302,758726-1,Otomeria elatior,Otomeria elatior,758726-1,Species,,:MPNS (Otomeria elatior)
1303,758728-1,Otomeria guineensis,Otomeria guineensis,758728-1,Species,,:MPNS (Otomeria guineensis)
1304,758805-1,Oxyanthus racemosus,Oxyanthus racemosus,758805-1,Species,,:MPNS (Oxyanthus racemosus)
1305,758810-1,Oxyanthus schumannianus,Oxyanthus schumannianus,758810-1,Species,,:MPNS (Oxyanthus schumannianus)
1306,758814-1,Oxyanthus speciosus,Oxyanthus speciosus,758814-1,Species,,:MPNS (Oxyanthus speciosus)
1307,758816-1,Oxyanthus subpunctatus,Oxyanthus subpunctatus,758816-1,Species,,:MPNS (Oxyanthus subpunctatus)
1308,758823-1,Oxyanthus tubiflorus,Oxyanthus tubiflorus,758823-1,Species,,:MPNS (Oxyanthus tubiflorus)
1309,758826-1,Oxyanthus unilocularis,Oxyanthus unilocularis,758826-1,Species,,:MPNS (Oxyanthus unilocularis)
1310,912908-1,Oxyceros bispinosus,Oxyceros bispinosus,912908-1,Species,,:MPNS (Oxyceros bispinosus)
1311,758835-1,Oxyceros longiflorus,Oxyceros longiflorus,758835-1,Species,,:MPNS (Oxyceros longiflorus)
1312,912913-1,Oxyceros rugulosus,Oxyceros rugulosus,912913-1,Species,,:MPNS (Oxyceros rugulosus)
1313,100032-1,Oxypetalum coccineum,Oxypetalum coccineum,100032-1,Species,,:MPNS (Oxypetalum coccineum)
1314,60458242-2,Oxystelma esculentum,Oxystelma esculentum,60458242-2,Species,,:MPNS (Oxystelma esculentum)
1315,100216-1,Pachycarpus appendiculatus,Pachycarpus appendiculatus,100216-1,Species,,:MPNS (Pachycarpus appendiculatus)
1316,100217-1,Pachycarpus asperifolius,Pachycarpus asperifolius,100217-1,Species,,:MPNS (Pachycarpus asperifolius)
1317,100220-1,Pachycarpus concolor,Pachycarpus concolor,100220-1,Species,,:MPNS (Pachycarpus concolor)
1318,70029342-1,Pachycarpus concolor subsp. rhinophyllus,Pachycarpus concolor,100220-1,Subspecies,,:MPNS (Pachycarpus concolor subsp. rhinophyllus)
1319,100234-1,Pachycarpus grandiflorus,Pachycarpus grandiflorus,100234-1,Species,,:MPNS (Pachycarpus grandiflorus)
1320,100241-1,Pachycarpus lineolatus,Pachycarpus lineolatus,100241-1,Species,,:MPNS (Pachycarpus lineolatus)
1321,100247-1,Pachycarpus natalensis,Pachycarpus natalensis,100247-1,Species,,:MPNS (Pachycarpus natalensis)
1322,100253-1,Pachycarpus rigidus,Pachycarpus rigidus,100253-1,Species,,:MPNS (Pachycarpus rigidus)
1323,100256-1,Pachycarpus scaber,Pachycarpus scaber,100256-1,Species,,:MPNS (Pachycarpus scaber)
1324,100257-1,Pachycarpus schinzianus,Pachycarpus schinzianus,100257-1,Species,,:MPNS (Pachycarpus schinzianus)
